wallet_address,in_scope_trade_count,in_scope_volume_usd,clean_volume_usd_lifetime,wash_vol_share,h1_middling_conviction,h2_anomalous_size,h3_specialist,h4_excess_accuracy,composite_score,h1_hits_count,h2_hits_count,composite_rank
0xee50a31c3f5a7c77824b12a941a54388a2827ed6,1025,1322166.34,2083004.37,0.008,1.0,1.0,0.0,0.0,0.6,14,80,1
0xc90ee7cb58d79756f5064770fa90c06788cc4ef5,13,16904.91,17925.07,0.0,0.0,1.0,0.2829,0.9905,0.4901,0,3,2
0xaa0f9278293573f4f8ec1b7cdc19ba6fa480ab1c,431,159403.4,170944.61,0.0012,0.0,1.0,0.2043,1.0,0.4806,0,18,3
0xdab9ec39003d08acb352d011bb5fa8aa54c4b1e4,44,8992.53,8992.53,0.0,0.0,0.3333,1.0,1.0,0.4667,0,1,4
0x4d49acb0ae1c463eb5b1947d174141b812ba7450,125,1019274.7,8032798.81,0.1929,0.0,1.0,0.0,1.0,0.45,0,23,5
0x1b45b1a3cedccf21862edd86a58d286305d4ea09,437,176170.29,870070.37,0.0674,0.0,1.0,0.0,1.0,0.45,0,6,6
0x82a7183f93447d7a8ff5b4bd08eb0d74de266ed8,7,252619.48,7789731.88,0.0,0.0,1.0,0.0,1.0,0.45,0,4,7
0x6ce22b6a995836c09871cdc9242b094d9e15e868,148,629986.05,1337241.49,0.2025,0.0,1.0,0.0,1.0,0.45,0,49,8
0x5607e051300abf498a988eab909dde03c899fd15,23,46889.55,557016.12,0.2135,0.0,1.0,0.0,1.0,0.45,0,8,9
0x57c5de7efafb020e589f80e0da6e16e9b5c907aa,30,161358.25,6415662.13,0.102,0.0,1.0,0.0,1.0,0.45,0,7,10
0x8795bcb2fe129d1ea3e3d73bc13a3d8078047544,149,95877.16,1393852.57,0.0259,0.0,1.0,0.0,1.0,0.45,0,10,11
0xdf1b70066e58788c7b05c53dd9cc4fd412d2b963,77,170613.51,3839257.71,0.1161,0.0,1.0,0.0,1.0,0.45,0,9,12
0x9f83f83bdfc209c6fade8a2c77ea9667e9176cd9,15,42149.16,577786.89,0.2549,0.0,1.0,0.0,1.0,0.45,0,4,13
0xf9b6943d8cce124603a8c7ef8a02191a487761ce,15,78782.56,1602450.87,0.4699,0.0,1.0,0.0,1.0,0.45,0,7,14
0xd6ce651998b7a30ff3384e5a01feab8a2da00772,87,104824.94,1099909.55,0.2991,0.0,1.0,0.0,1.0,0.45,0,13,15
0x551e72eda42a5ab39d6d78239a1d9bbb5db6b0e0,54,129479.96,2199148.23,0.0752,0.0,1.0,0.0,1.0,0.45,0,13,16
0xf0d9af9effd0b4a039899901ba19a05ea1a3e4ee,74,138220.25,1883727.12,0.1274,0.0,1.0,0.0,1.0,0.45,0,3,17
0x995937f2b90f0235b9773baa4bc83455ada8d99b,30,44134.91,255864.11,0.0597,0.0,1.0,0.0,1.0,0.45,0,5,18
0xf36ca6d2bbe5c1f761dfe09af614196f85eb49e5,6,46619.98,123196.6,0.1834,0.0,1.0,0.0,1.0,0.45,0,4,19
0xb18cc2896c1c8f984dfad2ddf673306e3a2ab41e,19,53679.26,355595.56,0.0033,0.0,1.0,0.0,1.0,0.45,0,4,20
0xd904ab5a9a24d704eac4a82d99527b68cded4295,18,35722.18,409947.16,0.1812,0.0,1.0,0.0,1.0,0.45,0,3,21
0x0b644e443a404159a7b5ca4650cf2444b13549bd,6,29342.69,323180.07,0.4957,0.0,1.0,0.0,1.0,0.45,0,4,22
0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,10,53171.16,654124.9,0.341,0.0,1.0,0.0,1.0,0.45,0,5,23
0x357ecb1969b0a288d37e6a28223e620ef2082a0c,12,37511.98,523747.4,0.19,0.0,1.0,0.0,1.0,0.45,0,5,24
0x662244931c392df70bd064fa91f838eea0bfd7a9,27,52041.02,403756.62,0.4665,0.0,1.0,0.0,1.0,0.45,0,7,25
0x9578af80708f271f705e27867dcf6ec653acf066,283,24200.22,103065.5,0.1934,0.0,1.0,0.0,1.0,0.45,0,5,26
0xe4ccbf5b355b5ae2044c3829fa12703365a8d15b,55,249165.58,2540575.43,0.0,0.0,1.0,0.0,1.0,0.45,0,6,27
0xe639e41094bbeae18f3e6d1790c17299183f082a,15,48624.11,5199912.9,0.1471,0.0,1.0,0.0,1.0,0.45,0,4,28
0xda9f7647c58deb560ca7d85e2b7ea55ef489d7f6,170,29568.56,56237.61,0.0,0.0,1.0,0.0,1.0,0.45,0,6,29
0xec48c76b149c9426eef806e44c68f0b1e5120bd6,55,29182.63,83055.72,0.3819,0.0,1.0,0.0,1.0,0.45,0,3,30
0x211e247d8e7f68b78fdace32249ac16c8fd335dd,6,19194.15,1076840.6,0.1006,0.0,1.0,0.0,1.0,0.45,0,4,31
0x3b485b0f894b391c04399efcf4e6b0648233050c,44,10701.04,161081.34,0.3648,0.0,1.0,0.0,1.0,0.45,0,3,32
0xd98635c6bafebb11787bdbfd80688612d1bc1320,58,22269.51,305547.22,0.1615,0.0,1.0,0.0,1.0,0.45,0,6,33
0x8964b58c08b784ecfe1d9344223692263d130bec,94,41931.74,383643.17,0.2709,0.0,1.0,0.0,1.0,0.45,0,3,34
0x991b8cdcdc18b74eef8db47a9e89ff0f17a4f19a,113,12539.87,302261.18,0.2499,0.0,1.0,0.0,1.0,0.45,0,3,35
0xe50426e53bc1485ee7d1ae741c606e2b679770ef,179,48341.87,340158.4,0.3333,0.0,1.0,0.0,1.0,0.45,0,11,36
0x6a7e51ddb54bdc376fd721a6cc610ccc42ccecbf,11,63451.57,73113.07,0.1848,0.0,0.3333,0.7894,1.0,0.4351,0,1,37
0xebaa32ef12d502ab6ade6cdc7abe6d30902298a5,26,23797.43,23797.43,0.0,0.0,0.6667,0.2101,1.0,0.4148,0,2,38
0xdacf9f8d0341fa3770fae5c7ccd9dcfed23e3c74,206,35467.84,316212.15,0.0704,0.0,1.0,0.0,0.8176,0.4044,0,3,39
0x4a3efb4e4d233fbb6e6488e393434670b82a3f97,39,10319.63,10538.96,0.0,0.0,0.3333,0.9355,0.7203,0.3871,0,1,40
0xee324b84546110f1fa5d4b2558edb179c3a4463a,80,148197.26,1487336.94,0.475,0.0,0.6667,0.0,1.0,0.3833,0,2,41
0xba88bcd6e865c9de1b9850f74f5ad6af90053138,38,59702.86,1306799.37,0.0027,0.0,0.6667,0.0,1.0,0.3833,0,2,42
0x93d44e7cb426a5a1085cc0ce314b8f2befba7345,15,60415.15,370692.92,0.0212,0.0,0.6667,0.0,1.0,0.3833,0,2,43
0xbf4b67a4c363a5954c2e015dafca3dbb7ebe1b8b,21,42844.74,1461645.54,0.4486,0.0,0.6667,0.0,1.0,0.3833,0,2,44
0xd8cae792b3d84d6888080401423e973337287229,11,29748.13,434247.08,0.0234,0.0,0.6667,0.0,1.0,0.3833,0,2,45
0x421bf8e567f99bb544f317f38fe71719dbb6ac12,16,42957.0,1902757.89,0.2212,0.0,0.6667,0.0,1.0,0.3833,0,2,46
0x8564848285e54c65f6cc2e3930b49362fbd84b2e,72,21194.12,415343.51,0.1481,0.0,0.6667,0.0,0.9893,0.3807,0,2,47
0x4c784587f81cd53fd3c4e9bf9842dadfb4560fa5,42,9995.0,9995.0,0.0,0.0,0.0,0.8607,1.0,0.3791,0,0,48
0x069acf9916370eef6c6a541f12cd96632ed44634,121,45451.56,45779.19,0.0009,0.0,1.0,0.9913,0.0,0.3487,0,5,49
0xc1259ddd92f58aded52d029e37e3fbbebafaa4c1,46,41062.37,42370.99,0.0,0.0,1.0,0.8296,0.0,0.3244,0,6,50
0x89e0552b897baa5486a45ff257a39858a79a9412,273,27983.35,183948.77,0.0553,0.0,0.3333,0.0,1.0,0.3167,0,1,51
0x924459f9dbdac960edfc02ac45e0db92df2f4b6e,24,32893.03,297194.74,0.3906,0.0,0.3333,0.0,1.0,0.3167,0,1,52
0xab57cc188d8b0e3938005dcb55960e1768a2842b,11,23265.66,1562072.85,0.4907,0.0,0.3333,0.0,1.0,0.3167,0,1,53
0xb20d26cc96515f773073dd270aab7e12bcb4db55,33,25046.03,276289.34,0.3372,0.0,0.3333,0.0,1.0,0.3167,0,1,54
0x178d913891fee26e0380817f7689d41d33e474ed,20,14360.75,368224.6,0.2957,0.0,0.3333,0.0,1.0,0.3167,0,1,55
0x0b8d2f811ba1c5bc3f1157f5f77a492c4cf4c3a9,129,19197.47,43999.09,0.099,0.0,0.3333,0.0,1.0,0.3167,0,1,56
0x6996ae50436e2e72ab1777df915b40ad0bb6408d,64,45911.42,437596.59,0.1658,0.0,0.6667,0.0,0.6715,0.3012,0,2,57
0x5ed4f8062ead4dea870c7e9f30815dbe62c78458,4,21661.8,22042.8,0.1046,0.0,0.6667,0.9827,0.0,0.2807,0,2,58
0xf5c49ad254b1d53ea0b86fb285dd3f11dc800926,9,9693.19,1303326.06,0.2164,0.0,0.3333,0.0,0.8374,0.276,0,1,59
0x2d9ad4d1cc6a2f9f786fdb3fd1525328ad747991,15,8905.0,246413.84,0.1857,0.0,0.3333,0.0,0.8312,0.2745,0,1,60
0x84f831a945c64c5fe0a5fc9e543ff08f1026d348,10,11497.31,583599.17,0.3333,0.0,0.3333,0.0,0.7511,0.2544,0,1,61
0xb48b9192dc52eed724fa58c66fa8926d06a3648e,48,42131.61,1500841.21,0.0017,0.0,0.0,0.0,1.0,0.25,0,0,62
0x5858196bbcb5059a7f67904deb06755dc2adfbbf,10,15791.39,927551.13,0.3325,0.0,0.0,0.0,1.0,0.25,0,0,63
0xf03b828ecb3d6aca0de71f5b09d2e639790f1196,32,18526.94,789991.94,0.0368,0.0,0.0,0.0,1.0,0.25,0,0,64
0x45670b57336cefce56a327a657848b8fb84f6731,79,42658.39,140979.4,0.0,0.0,0.0,0.0,1.0,0.25,0,0,65
0x0a543bb97015206f67e1bc5ead7c2d60baf64a03,11,17111.6,10632840.47,0.0849,0.0,0.0,0.0,1.0,0.25,0,0,66
0x5e3e7a8a70ea656647d6d95b3177fe27d6314a75,12,11589.26,96489.57,0.2134,0.0,0.0,0.0,1.0,0.25,0,0,67
0x2fe362752c3df1aa563da75e985213db439fa828,40,39450.45,672355.2,0.3969,0.0,0.0,0.0,1.0,0.25,0,0,68
0xa3ea0e0b10f43c8679103e1af35f3c36f0830637,5,5666.56,222665.47,0.384,0.0,0.0,0.0,1.0,0.25,0,0,69
0xfeeebcf1bc01c2c3b676f876cbad907ddc1fa4a9,47,9972.45,425043.54,0.3325,0.0,0.0,0.0,1.0,0.25,0,0,70
0xefc16fbfcf59943f3fd43c6bc01bddbda007dfcd,92,10343.62,143741.01,0.3263,0.0,0.0,0.0,1.0,0.25,0,0,71
0x033dc6e3e3e0a3ae55402576990392ae910aaf05,38,6518.34,168515.93,0.3675,0.0,0.0,0.0,1.0,0.25,0,0,72
0xc709c24cda148fe2adcc98e91c63b3c360473365,6,9215.0,10215.0,0.0,0.0,0.0,0.8811,0.4667,0.2488,0,0,73
0x79add3f87e377b0899b935472c07d2c3816ba9f1,147,36044.9,270318.31,0.4834,0.0,1.0,0.0,0.1653,0.2413,0,9,74
0xae8c0a7928da80db160aafb1ddb33103539593cd,38,21692.69,450738.33,0.3685,0.0,0.0,0.0,0.9534,0.2383,0,0,75
0xda475f640892d0014c086b7e4f25317f5778f40a,67,77572.18,755774.85,0.4346,0.0,1.0,0.0,0.1168,0.2292,0,6,76
0xe904443b4084bbda216e344353a44cd4324a2d9f,106,14907.8,171788.08,0.1193,0.0,0.0,0.0,0.9156,0.2289,0,0,77
0x270dd1bef16d2e48d6ccc8bd61a26d10ae298475,4,62439.53,62439.53,0.0,0.0,0.3333,1.0,0.0,0.2167,0,1,78
0x1d34fedb4bc7b6f255730f0d4ddbd341dab97c14,128,19782.18,122290.44,0.221,0.0,1.0,0.0,0.0,0.2,0,4,79
0x5fc105bdeef10a6c2a8131b951ff45cba317717d,1,9985.0,11630.0,0.0,0.0,0.3333,0.8586,0.0,0.1954,0,1,80
0xcf73add1c409656c18b3d44b2e2aed28d6cbc54f,126,32735.04,35914.33,0.0,0.0,0.3333,0.8572,0.0,0.1953,0,1,81
0x687e59938610cf71003c56ec34eb850b42d54a93,4,11772.12,11772.12,0.0,0.0,0.0,1.0,0.0,0.15,0,0,82
0xa1782a357ec27ad78ef58394953184fa52522112,76,10053.27,317745.69,0.0893,0.0,0.0,0.0,0.5992,0.1498,0,0,83
0x1d4687b8a278eb3dfb0cd0c3f6302998aa92fdb2,72,5954.2,156129.24,0.2693,0.0,0.0,0.0,0.5475,0.1369,0,0,84
0xbb8e6477bcb4d0a79449507c607d36fd228fb243,4,64057.86,2658954.4,0.2429,0.0,0.6667,0.0,0.0,0.1333,0,2,85
0xd43fc4ecfaf5a3d75d79c4d046d2dced9e9ef1fc,4,31504.23,654496.79,0.2522,0.0,0.6667,0.0,0.0,0.1333,0,2,86
0x79b7bfdb317399ed0d7815ed5b95f632f3cfc926,9,28512.24,1230977.7,0.1263,0.0,0.6667,0.0,0.0,0.1333,0,2,87
0x79d4baa7ae8542bb617bc673f0ac2101db986d24,5,19202.36,665779.82,0.3392,0.0,0.6667,0.0,0.0,0.1333,0,2,88
0x8e17345f1c71ee88808c3d0724767947767b2301,2,18729.18,83752.55,0.0,0.0,0.6667,0.0,0.0,0.1333,0,2,89
0xf243214fe503da5e059824b668d6f43cf0835fb4,14,16695.59,358650.4,0.2806,0.0,0.6667,0.0,0.0,0.1333,0,2,90
0x9db778f46b7c9b458045764a67ff4afcae917e1f,2,31564.94,1880284.43,0.0823,0.0,0.6667,0.0,0.0,0.1333,0,2,91
0xa51af1e755e476d9a54dedaf980a8e8859e79634,2,9104.81,26697.93,0.0055,0.0,0.6667,0.0,0.0,0.1333,0,2,92
0xb766be2ee36ae2d42b236e3fb16dbfb317351d83,162,13018.28,374862.62,0.363,0.0,0.0,0.0,0.4442,0.111,0,0,93
0xc6587b11a2209e46dfe3928b31c5514a8e33b784,1,40053.66,7276484.11,0.3803,0.0,0.3333,0.0,0.0,0.0667,0,1,94
0xa102b434ce441a3119e146f75ed6276ee1a836d9,7,129987.22,12286690.27,0.1965,0.0,0.3333,0.0,0.0,0.0667,0,1,95
0xb48ef6deecd526c0974c35e1f7b5c3bbd12fa144,1,80168.16,3060213.09,0.1256,0.0,0.3333,0.0,0.0,0.0667,0,1,96
0xeb7456f7f5429912a6135caae264cc2d368efad6,4,34004.69,2027523.28,0.0599,0.0,0.3333,0.0,0.0,0.0667,0,1,97
0x5113b2664ff778bed9e64c15e20d4caae11fe446,1,11493.27,1542826.69,0.3056,0.0,0.3333,0.0,0.0,0.0667,0,1,98
0x08ce2678c929934de9edea698a998aea9dbc295e,1,18589.29,2984876.99,0.0909,0.0,0.3333,0.0,0.0,0.0667,0,1,99
0x6f87226f46d8511fb169fdba58589e8184d9f277,4,6698.84,960418.57,0.0837,0.0,0.3333,0.0,0.0,0.0667,0,1,100
0x70bbae8501e8f346168c06c32e9f7d42afc1b180,3,23560.88,8496454.16,0.012,0.0,0.3333,0.0,0.0,0.0667,0,1,101
0x59d59ae47618f3b340482d175dfc8cf13b2ba273,57,22295.21,70501.29,0.0,0.0,0.3333,0.0,0.0,0.0667,0,1,102
0x596ac7863897df6610ccefc5a7bec753b0074207,2,20453.0,53547.27,0.4105,0.0,0.3333,0.0,0.0,0.0667,0,1,103
0x5c14eb6a6d5083c003daa8241ed559d2dc82cc49,2,22036.28,1340455.42,0.0292,0.0,0.3333,0.0,0.0,0.0667,0,1,104
0x682e388668c2da2c40631665dea992b8a72b70bd,3,17510.82,907569.59,0.1422,0.0,0.3333,0.0,0.0,0.0667,0,1,105
0x668d85d791049bf0100e557a72c7ed4dc97297d2,263,31963.22,345445.64,0.3355,0.0,0.3333,0.0,0.0,0.0667,0,1,106
0x4b2995b6c8cc2cf56899ad62ee87c3f70c97716f,1,16036.08,1030423.2,0.3011,0.0,0.3333,0.0,0.0,0.0667,0,1,107
0x01132c4bd97c5b1f51201ae7ddcb50a16aee6f26,25,16232.89,517884.69,0.3918,0.0,0.3333,0.0,0.0,0.0667,0,1,108
0x6b592c31f9a267ffeea69b889ab4b212320ad12a,565,18165.76,39700.73,0.1131,0.0,0.3333,0.0,0.0,0.0667,0,1,109
0x03e3eddf26f8793e113b8cd68e4ad388bce310e9,23,14944.66,102002.99,0.3935,0.0,0.3333,0.0,0.0,0.0667,0,1,110
0x69b84bac876e7f993b585a571b71039a7583d47c,5,11993.2,13800.72,0.0,0.0,0.3333,0.0,0.0,0.0667,0,1,111
0x4a2313b6abb5229f02cd380c9fb7a884ecef079f,1,11593.79,171456.46,0.2565,0.0,0.3333,0.0,0.0,0.0667,0,1,112
0x3861f3be40ebaf7bdad54b12113638f6eaddb1ba,1,11020.67,33109.32,0.3846,0.0,0.3333,0.0,0.0,0.0667,0,1,113
0xc6393f5177345cf7b9d9f3fbb782fd72da00c5a2,3,14204.82,1961738.3,0.1591,0.0,0.3333,0.0,0.0,0.0667,0,1,114
0x93b9114efd9d72720f0a67205208b332ae6ba48b,2,9964.2,153585.78,0.4068,0.0,0.3333,0.0,0.0,0.0667,0,1,115
0x879752bca887bc247ba883a52bc45e9c6be6bbbe,44,7793.93,298941.2,0.1161,0.0,0.3333,0.0,0.0,0.0667,0,1,116
0xbdd474c1268840cf2256ae8a2276c8423c59f3b6,19,8962.02,939715.22,0.3382,0.0,0.3333,0.0,0.0,0.0667,0,1,117
0xcd71fd5370880f3d92bb941e628c05840fe0d127,8,14954.81,2352010.09,0.117,0.0,0.0,0.0,0.0,0.0,0,0,118
0x438ed5bed99bc6b517e9b5a22ad3ee9e21d9e08e,124,16048.71,1155893.62,0.327,0.0,0.0,0.0,0.0,0.0,0,0,119
0xfbfb0883a151234e76a5a5ea72ffc5f47e9df563,2,5662.56,2380505.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,120
0x3b6f69514a991a8014df6af4fdc0b5d464236b78,1,22390.44,162868.55,0.1764,0.0,0.0,0.0,0.0,0.0,0,0,121
0xfd19367c558497716fcc5752b27b228e9d729e0d,4,11200.8,13434.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,122
0xb03b826a4fc9893b35d3ddf4f11be824525b6ca1,1,5808.89,1339170.14,0.481,0.0,0.0,0.0,0.0,0.0,0,0,123
0x71bbd61ff9b2294b77c45926f56b6c698786a8c7,9,9988.04,153228.96,0.0289,0.0,0.0,0.0,0.0,0.0,0,0,124
0xff0c984ab8f31600bc1faa15c7c8a14ab0e49193,2,9437.11,16658.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,125
